Title,type,country,date_added,release_year,rating,description,IMDb,Genre
Honey: Rise Up and Dance,Movie,United States,2018-04-03,2018,PG-13,"Despite discouragement from her loved ones, a talented street dancer tries out for an exclusive dance crew in a bid to win a college scholarship.",5.1,Drama
Honeymoon Travels Pvt. Ltd.,Movie,India,2019-12-15,2007,TV-14,This offbeat comedy-drama follows six quirky newlywed couples as they set off on a bus from Mumbai to Goa on their honeymoons.,6.1,Comedy
Hop,Movie,United States,2020-01-16,2011,PG,A jobless slacker finds himself beyond busy after he runs over the Easter Bunny and has to take over the rabbit's duties so the holiday can continue.,5.4,Comedy
Hope Aur Hum,Movie,India,2018-09-01,2018,TV-14,"A multigenerational household navigates daily life, evolving relationships and clashes between old and new mindsets in this light family drama.",6.2,Comedy
Hope Springs Eternal,Movie,United States,2018-11-08,2018,PG,"When a teen with terminal cancer miraculously finds herself in remission, she struggles to give up the attention her illness gave her at school.",4.7,Drama
Hormones,TV Show,Thailand,2018-06-30,2015,TV-MA,"High school students in Bangkok wrestle with issues such as sex, teen pregnancy, drugs, school violence, family turmoil and more in this Thai drama.",8.0,Drama
Horns,Movie,United States,2019-08-01,2013,R,"Accused of murder, Ig Perish wakes up one day to find he's grown a set of horns – compelling people to confess their sins to him.",6.5,Drama
Horrid Henry,TV Show,United Kingdom,2019-01-11,2019,TV-Y7,"To his family's frustration, Henry is skilled at making trouble, from babysitting pets in his bedroom to starting a shark panic at the swimming pool.",6.1,Comedy
Horror Story,Movie,India,2019-04-12,2013,TV-14,"On a dare, seven college friends spend a night at an abandoned hotel rumored to be haunted and find themselves trapped in a nightmare.",4.3,Horror
Horse Girl,Movie,United States,2020-02-07,2020,R,"A sweet misfit with a fondness for crafts, horses and supernatural crime shows finds her increasingly lucid dreams trickling into her waking life.",5.9,Drama
Hospital Playlist,TV Show,South Korea,2020-03-12,2020,TV-MA,"Every day is extraordinary for five doctors and their patients inside a hospital, where birth, death and everything in between coexist.",8.3,Comedy
Hostage to the Devil,Movie,Ireland,2017-01-15,2016,TV-14,"Follow the eerie story of Father Malachi Martin, a disenchanted priest whose belief in demonic possession would lead him to conduct several exorcisms.",5.8,Documentaries
Hostiles,Movie,United States,2018-08-15,2017,R,"After a long career battling the Cheyenne, a U.S. Army captain is ordered to safely escort the tribe's most influential chief to his Montana homeland.",7.2,Drama
Hot Gimmick: Girl Meets Boy,Movie,Japan,2019-12-28,2019,TV-MA,"A quiet teen's life is shaken up when she's forced to be her arrogant neighbor's slave. He loves her, but they both have a lot to learn about trust.",4.4,Drama
Hot Girls Wanted,Movie,United States,2015-05-29,2015,TV-MA,"This 2015 Sundance Film Festival breakout documentary from producer Rashida Jones spotlights the ""amateur"" porn industry and the women it exploits.",6.1,Documentaries
Hot Girls Wanted: Turned On,TV Show,United States,2017-04-21,2017,TV-MA,"Personal stories reveal how the intersection of sex, technology and intimate relationships is rewiring us in fundamental ways.",6.7,Documentaries
Hot Property,Movie,United Kingdom,2017-08-13,2016,TV-MA,"When a resourceful but flighty Londoner is threatened with eviction, she vows to do whatever it takes to defeat a greedy real estate agent.",4.0,Comedy
Hot Rod,Movie,United States,2019-11-20,2007,PG-13,Andy Samberg stars in this comedy as an accident-prone daredevil who's determined to jump 15 buses on his moped and impress his abusive stepfather.,6.7,Comedy
Hotel Transylvania,TV Show,United States,2018-06-26,2017,TV-Y7,"With her dad away, Mavis is so ready for adventure – if strict Aunt Lydia doesn't stop her first. Set four years before the ""Hotel Transylvania"" film.",5.3,Comedy
Hotel Transylvania 3: Summer Vacation,Movie,United States,2019-01-24,2018,PG,"It's love at first sight for Dracula when he meets Ericka, the charming but mysterious captain of the monster cruise that Mavis plans for the family.",6.3,Comedy
House at the End of the Street,Movie,United States,2020-05-08,2012,PG-13,Moving to a new town proves even more stressful for a teenager when she learns that the house next door was the site of a double murder.,5.6,Horror
House of Cards,TV Show,United States,2018-11-02,2018,TV-MA,"A ruthless politician will stop at nothing to conquer Washington, D.C., in this Emmy and Golden Globe-winning political drama.",8.7,Drama
House of the Witch,Movie,United States,2020-10-11,2017,TV-MA,A group of daring teens finds themselves in a fight for their lives inside a haunted house when a sinister spirit crashes their Halloween party.,4.8,Horror
"Houston, We Have a Problem!",Movie,Slovenia,2017-07-20,2016,TV-14,"Blending fact with myth, this conspiracy-minded docufiction argues that the U.S. purchased Yugoslavia's secret space program in the 1960s.",7.9,Comedy
How It Ends,Movie,United States,2018-07-13,2018,TV-MA,"When a mysterious disaster turns the country into a war zone, a young lawyer heads west with his future father-in-law to find his pregnant fiancée.",5.0,Action & Adventure
How the Grinch Stole Christmas,Movie,United States,2017-06-01,2000,PG,The Grinch decides to rob Whoville of Christmas – but a dash of kindness from little Cindy Lou Who and her family may be enough to melt his heart.,6.2,Comedy
How to Be a Latin Lover,Movie,Mexico,2019-11-01,2017,PG-13,"When an aging Lothario gets the boot from his sugar mama, he must pull out all the stops to find a new female sponsor.",5.9,Comedy
How to Change the World,Movie,Canada,2016-01-01,2015,NR,"In the 1970s, a group of activists who gathered to protest nuclear testing formed the iconic Greenpeace environmental organization.",7.6,Documentaries
How to Fix a Drug Scandal,TV Show,United States,2020-04-01,2020,TV-MA,"Two drug lab chemists' shocking crimes cripple a state's judicial system and blur the lines of justice for lawyers, officials and thousands of inmates.",6.9,Crime
How to Get Away with Murder,TV Show,United States,2020-06-13,2020,TV-14,"Brilliant criminal defense attorney and law professor Annalise Keating, plus five of her students, become involved in a twisted murder case.",8.1,Crime
How to Get Over a Breakup,Movie,Peru,2018-10-20,2018,TV-MA,"A heartbroken ad copywriter living in Lima, Peru, is inspired to write a blog about life as a single woman and is surprised by her website's success.",6.2,Comedy
How to Sell Drugs Online (Fast),TV Show,Germany,2020-07-21,2020,TV-MA,"To win back his ex-girlfriend, a nerdy teen starts selling ecstasy online out of his bedroom – and becomes one of Europe's biggest dealers.",7.9,Crime
How to Stage a Coup,Movie,United Kingdom,2017-06-01,2017,TV-14,"Explore how Caesar, Napoleon, Mussolini, Hitler and modern-day dictators consolidated their considerable power through bold and brazen coups.",6.3,Documentaries
How to Win the US Presidency,Movie,United States,2016-08-01,2016,TV-PG,"This whimsical look at rough-and-tumble American politics examines the influence of money, religion and even ancient Rome on presidential campaigns.",6.2,Documentaries
Huge in France,TV Show,United States,2019-04-12,2019,TV-MA,"Eager to reconnect with his son, French comedy star Gad Elmaleh moves to LA, only to discover that he's left all his fame and celebrity perks behind.",6.8,Comedy
Hugo,Movie,United Kingdom,2020-03-01,2011,PG,"Living inside a Paris train station, an orphan eludes the rigid stationmaster, meets a legendary filmmaker and finds the key to unlocking his destiny.",7.5,Drama
Humko Deewana Kar Gaye,Movie,India,2017-10-22,2006,TV-PG,Two kindred spirits who are betrothed to others must decide whether to go through with arranged marriages or brush aside convention for true love.,5.2,Romance
Humpty Sharma Ki Dulhania,Movie,India,2020-04-01,2014,TV-14,A small-town girl heads to Delhi to find a designer outfit for the wedding her orthodox father has arranged for her but ends up finding love instead.,6.0,Comedy
Humsafar,TV Show,Pakistan,2016-12-15,2011,TV-PG,"To fulfill her mother's dying wish, middle-class Khirad marries elite Ashar. But those who disapprove plot to turn Ashar against his wife.",9.0,Drama
Hungerford,Movie,United Kingdom,2018-06-23,2014,TV-MA,"While filming his daily life for a media course, Cowen discovers his small English town may be under an ominous and otherworldly influence.",3.8,Horror
Hunt to Kill,Movie,Canada,2020-01-01,2010,R,U.S. Border Patrol agent and deadly hunter Jim Rhodes takes violent revenge when a group of desperate thieves kidnaps his daughter after a robbery.,5.2,Action & Adventure
Hunters of the South Seas,TV Show,United Kingdom,2019-02-01,2015,TV-14,"In a far corner of the Pacific Ocean, people who live entirely at sea share insights into their incredible amphibious lifestyle.",8.1,Documentaries
Husbands in Goa,Movie,India,2018-11-01,2012,TV-14,"Three professional friends, all husbands living with domineering wives, take a well-deserved vacation in the resort city of Goa.",3.7,Comedy
Hush,Movie,United States,2016-04-08,2016,R,A deaf writer who retreated into the woods to live a solitary life must fight for her life in silence when a masked killer appears in her window.,6.6,Horror
Hyperdrive,TV Show,United States,2019-08-21,2019,TV-PG,"Elite street racers from around the world test their limits in supercharged custom cars on the biggest, baddest automotive obstacle course ever built.",8.1,Reality
Hypersomnia,Movie,Argentina,2017-06-08,2016,TV-MA,A young actress rehearsing for a play about human trafficking begins to relive terrifying scenes that may be dreams – or an alternate reality.,5.5,Horror
I Am Bolt,Movie,United Kingdom,2017-10-01,2016,PG,"Mixing archival footage with present-day interviews, Olympic champion and global icon Usain Bolt opens up about his athletic legacy.",7.1,Documentaries
I Am Jane Doe,Movie,United States,2017-05-26,2017,TV-14,This intense documentary follows real cases of American girls enslaved in the child sex trade through ads in a newspaper's online classified section.,6.8,Documentaries
I Am Kalam,Movie,India,2018-07-01,2010,TV-PG,An intelligent boy born into poverty befriends the son of a once noble family and is inspired by the life of India's president to pursue an education.,8.0,Comedy
I Am Me!,TV Show,Mexico,2017-03-03,2016,TV-14,Aspiring hip-hop star Francisco builds a name for himself as a musical artist while his conscience helps him through family drama and discrimination.,8.2,Comedy
I Am Michael,Movie,United States,2017-06-26,2015,TV-MA,Gay activist Michael Glatze begins a painful journey when he decides to renounce his sexuality for his religion in this drama based on true story.,5.6,Drama
I Am Mother,Movie,Australia,2019-06-07,2019,TV-PG,"Following humanity's mass extinction, a teen raised alone by a maternal droid finds her entire world shaken when she encounters another human.",6.7,Sci-Fi & Fantasy
I Am the Pretty Thing That Lives in the House,Movie,Canada,2016-10-28,2016,TV-14,A nervous nurse who scares easily finds herself caring for an ailing horror novelist while living in a house with hidden secrets.,4.5,Horror
I Am Vengeance,Movie,United Kingdom,2018-12-22,2018,R,"After learning that an ex-military friend and his parents were killed, the highly trained John Gold comes to town seeking answers and revenge.",4.3,Action & Adventure
I Am Wrath,Movie,United States,2019-09-16,2016,R,"Hell-bent on avenging his wife's murder, Stanley Hill summons an old partner's help in exposing a cover-up by crooked cops and slimy politicians.",5.4,Drama
I Called Him Morgan,Movie,Sweden,2017-07-24,2016,TV-14,"Decades after serving a prison sentence for killing jazz musician Lee Morgan, his common-law wife, Helen, reflects on their lives and his legacy.",7.3,Documentaries
I Don't Feel at Home in This World Anymore,Movie,United States,2017-02-24,2017,TV-MA,A timid nursing assistant gets a new lease on life when she and a neighborhood loner track down the degenerates who broke into her house.,6.9,Drama
